156070802380204(ns),accelerometer,9.208099,-1.0342951,2.5773582
156070807122600(ns),accelerometer,10.333973,-1.1049241,3.244742
156070812267704(ns),accelerometer,11.559206,-1.1623849,3.9336734
156070817168850(ns),accelerometer,12.770672,-1.0737995,4.6561236
156070822131610(ns),accelerometer,13.500903,-0.83258367,5.4402246
156070826814580(ns),accelerometer,14.120403,-0.39683893,6.3153057
156070831949840(ns),accelerometer,15.7825775,-0.091578215,7.504027
156070836681767(ns),accelerometer,16.895882,0.17058687,8.301296
156070841675985(ns),accelerometer,17.473482,0.5446809,8.875904
156070846745621(ns),accelerometer,17.876307,1.0354922,9.299678
156070851612131(ns),accelerometer,18.240225,1.638831,9.752781
156070856538538(ns),accelerometer,18.497602,2.3169887,10.078991
156070861707444(ns),accelerometer,18.642452,2.9131448,10.203489
156070866536038(ns),accelerometer,18.623299,3.5182793,10.0903635
156070871732548(ns),accelerometer,18.625093,4.1341877,9.825804
156070876360361(ns),accelerometer,18.942924,4.6842556,9.496601
156070881472808(ns),accelerometer,19.554045,5.269039,9.118318
156070886398903(ns),accelerometer,19.554045,5.269039,9.118318
156070892023069(ns),accelerometer,19.612701,6.5684924,8.209718
156070896311976(ns),accelerometer,19.612701,6.5684924,8.209718
156070901518069(ns),accelerometer,19.612701,7.129334,7.6865845
156070906180621(ns),accelerometer,19.612701,7.6530657,7.2310877
156070910885361(ns),accelerometer,19.612701,8.14687,6.9647326
156070915885309(ns),accelerometer,19.612701,8.592192,6.9108634
156070921128850(ns),accelerometer,19.612701,8.97287,7.0742674
156070926093694(ns),accelerometer,19.612701,9.305663,7.3986816
156070931113017(ns),accelerometer,19.612701,9.5798,7.9511437
156070936012132(ns),accelerometer,19.612701,9.792884,8.531737
156070940744683(ns),accelerometer,19.612701,9.877279,9.213487
156070945886976(ns),accelerometer,19.612701,9.97604,10.110714
156070950858069(ns),accelerometer,19.612701,10.05864,11.089942
156070955810361(ns),accelerometer,19.612701,10.080188,11.975797
156070960734371(ns),accelerometer,19.612701,10.057443,12.675503
156070965745778(ns),accelerometer,19.612701,9.958682,13.201628
156070970740256(ns),accelerometer,19.612701,9.849147,13.526043
156070975669528(ns),accelerometer,19.612701,9.722255,13.715783
156070980607131(ns),accelerometer,19.612701,9.580399,13.701418
156070985533902(ns),accelerometer,19.550453,9.419388,13.490728
156070990512548(ns),accelerometer,18.994997,9.268554,13.109451
156070995295621(ns),accelerometer,18.460493,9.081805,12.648567
156071000346402(ns),accelerometer,17.971476,8.848969,12.140398
156071005272287(ns),accelerometer,17.581223,8.610147,11.60709
156071010235413(ns),accelerometer,17.274166,8.4108305,11.032481
156071014977600(ns),accelerometer,17.00841,8.250419,10.473435
156071020107392(ns),accelerometer,16.807297,8.093599,9.922171
156071025042756(ns),accelerometer,16.634315,7.9673047,9.334992
156071029999423(ns),accelerometer,16.487072,7.8224554,8.727464
156071034934631(ns),accelerometer,16.419436,7.623737,8.233061
156071039892184(ns),accelerometer,16.344017,7.4322004,7.780557
156071044833485(ns),accelerometer,16.178219,7.2448545,7.445967
156071049672913(ns),accelerometer,15.954362,7.0820484,7.2179193
156071054711975(ns),accelerometer,15.6790285,6.905476,7.092224
156071059644163(ns),accelerometer,15.421652,6.6905966,7.100005
156071064283746(ns),accelerometer,15.28997,6.4188547,7.1832037
156071070454423(ns),accelerometer,15.256452,6.1806316,7.27957
156071073992287(ns),accelerometer,15.142727,5.9968767,7.3244615
156071079441663(ns),accelerometer,15.037382,5.7736173,7.450157
156071084089579(ns),accelerometer,15.019425,5.470751,7.6225395
156071089021350(ns),accelerometer,14.903906,5.218761,7.7386584
156071093993381(ns),accelerometer,14.695011,4.953005,7.828441
156071099104059(ns),accelerometer,14.501081,4.6902413,7.916428
156071103776662(ns),accelerometer,14.280216,4.390966,8.011598
156071108538486(ns),accelerometer,13.945027,4.073136,8.045714
156071114047756(ns),accelerometer,13.586496,3.7588966,8.078635
156071118608954(ns),accelerometer,13.117232,3.5194764,8.231265
156071123906871(ns),accelerometer,12.635998,3.2902317,8.404845
156071128295413(ns),accelerometer,12.170326,3.0454245,8.491635
156071133799787(ns),accelerometer,11.732785,2.7814639,8.473679
156071138259527(ns),accelerometer,11.338341,2.5677812,8.350976
156071143359110(ns),accelerometer,10.964846,2.392406,8.181585
156071148113173(ns),accelerometer,10.579379,2.2337902,7.9876556
156071153003329(ns),accelerometer,10.217256,2.0697873,7.7350674
156071157940257(ns),accelerometer,9.918579,1.9135658,7.453748
156071163430100(ns),accelerometer,9.734824,1.751957,7.03596
156071168430361(ns),accelerometer,9.554661,1.6448165,6.5786676
156071173309214(ns),accelerometer,9.2547865,1.5394717,6.325481
156071177941350(ns),accelerometer,8.866327,1.4131776,6.247071
156071183115881(ns),accelerometer,8.464102,1.3162124,6.183026
156071188015361(ns),accelerometer,8.0606785,1.2276269,6.143522
156071193009839(ns),accelerometer,7.6494746,1.1665748,5.9639564
156071197980309(ns),accelerometer,7.227496,1.0905589,5.705383
156071202922444(ns),accelerometer,6.825869,0.98222125,5.3767786
156071207438746(ns),accelerometer,6.4817023,0.85891986,5.1409497
156071212357548(ns),accelerometer,6.131551,0.74878657,4.915296
156071217792184(ns),accelerometer,5.7107697,0.64463884,4.669292
156071222724475(ns),accelerometer,5.179257,0.55365914,4.3418846
156071227487705(ns),accelerometer,4.6393642,0.4369418,3.9953241
156071232651975(ns),accelerometer,4.056975,0.34835634,3.7313633
156071237079736(ns),accelerometer,3.4183214,0.29867667,3.41473
156071241942444(ns),accelerometer,2.77069,0.2645593,3.084929
156071247847913(ns),accelerometer,2.2038627,0.15322891,2.8257565
156071251825204(ns),accelerometer,1.7142484,0.065242,2.534861
156071256766142(ns),accelerometer,1.2389994,0.023942016,2.2439656
156071261708537(ns),accelerometer,0.7236475,-0.025139118,1.99437
156071266636038(ns),accelerometer,0.25617957,-0.033518825,1.8477252
156071271746298(ns),accelerometer,-0.18794483,-0.11252748,1.6867151
156071276575673(ns),accelerometer,-0.59017074,-0.15083471,1.5041572
156071281502808(ns),accelerometer,-1.1384429,-0.17896658,1.2623428
156071286491090(ns),accelerometer,-1.1384429,-0.17896658,1.2623428
156071291530725(ns),accelerometer,-1.7806876,-0.17597382,1.0881647
156071296390986(ns),accelerometer,-2.4504654,-0.12330139,0.9600749
